"Disease","Fiscal Year","Gender","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease","Hospitalization with Disease: Person Count","Hospitalization with Disease: Separation Count","Hospitalization with Disease: Days Stay","Hospitalization without Disease: Person Count","Hospitalization without Disease: Separation Count","Hospitalization without Disease: Days Stay","Physician Visit with Disease: Person Count","Physician Visit with Disease: Visit Count","Physician Visit without Disease: Person Count","Physician Visit without Disease: Visit Count","General Physician Visit with Disease: Person Count","General Physician Visit with Disease: Visit Count","General Physician Visit without Disease: Person Count","General Physician Visit without Disease: Visit Count","Specialist Visit with Disease: Person Count","Specialist Visit with Disease: Visit Count","Specialist Visit without Disease: Person Count","Specialist Visit without Disease: Visit Count"
Diabetes,2003,F,40 to 44,1280230,5110,35510,150,1130,4060,6380,50980,57390,72320,404920,34290,503420,1034620,8079750,33250,313530,986980,5209120,26060,189640,647010,2867270
Diabetes,2003,F,45 to 49,1193800,6560,48070,250,1690,5530,8640,69780,48940,63160,381940,46590,689550,968580,7935710,45300,424010,921850,5007590,36310,265200,643030,2924950
Diabetes,2003,F,50 to 54,1039240,8110,62680,470,2310,7230,11540,101610,44900,58950,391920,61080,927410,851220,7589910,59460,557640,807930,4622100,49100,369320,612250,2965740
Diabetes,2003,F,55 to 59,895400,9130,78200,760,2870,9480,15020,132770,42670,57180,380150,76420,1177190,727030,6916550,74310,693110,692140,4120430,62240,483580,542730,2794040
Diabetes,2003,F,60 to 64,684330,8520,78820,1260,3380,11050,17950,173050,38960,52950,373910,77180,1263120,545890,5588590,75160,724520,521520,3281190,64050,538170,418690,2305760
Diabetes,2003,F,65 to 69,568300,7990,83810,1720,4280,13550,22340,219740,39610,54900,445270,82080,1429450,443260,5058020,80000,816300,425300,2950290,68880,612590,347230,2106130
Diabetes,2003,F,70 to 74,524480,7510,89610,2880,6190,17140,28260,298930,45860,65110,565740,87690,1627060,401240,5147020,85460,930600,386930,3003710,74130,696110,318790,2141690
Diabetes,2003,F,75 to 79,461210,6400,84980,4180,9130,19740,32360,366660,51750,74810,738240,82950,1669850,349500,5100880,80790,984790,337610,3051820,70190,684820,280970,2047890
Diabetes,2003,F,80 to 84,361340,4990,65210,5160,12640,17810,28960,370820,51350,74910,830270,63240,1353980,275730,4473120,61660,856710,267010,2858830,52510,497040,218730,1613500
Diabetes,2003,F,85+,339020,3950,51220,8150,32680,16160,25360,338310,63370,91180,1185380,48630,1103580,260130,4692590,47370,792990,252390,3419700,37040,310440,186080,1272090
Diabetes,2003,M,1 to 4,636230,190,460,0,230,170,300,1380,31760,40560,133570,460,6180,573300,4071390,410,2530,511270,2632350,410,3630,329950,1436230
Diabetes,2003,M,5 to 9,898250,330,1730,0,120,360,490,1730,18140,21990,63780,1660,14790,712870,3187100,1440,6000,618200,2013420,1410,8790,369620,1171460
Diabetes,2003,M,10 to 14,1005000,490,3200,10,140,510,730,3810,16130,19600,79620,3040,26810,711290,2837550,2450,9570,623740,1784150,2640,17240,350480,1051410
Diabetes,2003,M,15 to 19,990640,440,4450,10,520,600,950,5410,21140,26610,143650,4150,33650,669060,2768460,3520,14950,617720,1840150,3440,18690,297880,926620
Diabetes,2003,M,20 to 24,994700,570,5510,20,760,610,1060,6740,20580,26400,190110,4890,40180,615310,2677430,4440,22560,584730,1877320,3420,17600,251020,798430
Diabetes,2003,M,25 to 29,960850,960,7270,20,740,730,1190,10970,19070,24620,177740,6480,60200,585300,2794620,5950,34230,554830,1937510,4460,25870,256680,855740
Diabetes,2003,M,30 to 34,1017800,2000,12470,50,810,1120,1810,14900,21400,27660,175830,11400,117760,649370,3369400,10750,70870,614930,2323510,7710,46830,305960,1044080
Diabetes,2003,M,35 to 39,1147680,3700,22980,100,1190,2090,3480,32570,27040,35460,243690,21230,236490,751150,4263070,20230,142790,710960,2883040,14440,93560,377390,1378190
Diabetes,2003,M,40 to 44,1286730,6220,39270,220,1770,3550,5730,47540,34650,45920,308700,36700,422880,861200,5209630,35180,258520,815300,3461380,25230,164200,453380,1745930
Diabetes,2003,M,45 to 49,1191400,8670,59690,430,2600,5760,9460,78550,37850,51330,339960,56210,668120,806930,5259070,53980,400530,762100,3399840,39160,267330,448110,1857170
Diabetes,2003,M,50 to 54,1030210,10640,82280,840,3330,8920,14440,117570,40290,55220,391170,78340,966200,713390,5080660,75430,567040,674120,3175750,55990,398680,422690,1903080
Diabetes,2003,M,55 to 59,889080,11940,105530,1420,4280,13390,22030,183060,43580,60950,401090,101460,1361270,623410,4927880,97810,768530,589310,2965870,75990,592470,398130,1960300
Diabetes,2003,M,60 to 64,666390,10780,105000,2110,5070,15650,25480,222890,41950,60020,448610,101810,1496690,470330,4269470,98360,823710,445740,2483640,79550,672610,323440,1784390
Diabetes,2003,M,65 to 69,530480,9400,102740,3020,6120,18010,30110,281180,42560,62220,466670,100230,1658970,374020,4012980,97120,905390,356060,2275050,81540,753150,275080,1736290
Diabetes,2003,M,70 to 74,461730,8280,99500,4430,8930,21020,35440,358550,47530,71650,595580,97350,1815050,326770,4192960,94620,993150,312560,2351490,81980,821350,254170,1839780
Diabetes,2003,M,75 to 79,351760,5930,79180,5510,11000,20570,34680,367460,46210,70610,652950,77350,1626010,249860,3810630,75360,904650,240020,2153420,66320,721170,201970,1655590
Diabetes,2003,M,80 to 84,226530,3670,49010,5270,12020,15080,25310,294830,38150,58710,607960,47650,1093470,163860,2868690,46450,643570,158230,1706140,40740,449750,133700,1161660
Diabetes,2003,M,85+,153240,2100,27500,5220,17110,10030,16450,200490,32920,50130,583380,26390,631110,111410,2117950,25740,414200,107840,1410830,21490,216830,86380,706490
Diabetes,2004,F,1 to 4,606820,160,380,0,180,160,270,1190,23750,29940,105290,370,5330,536560,3469170,330,1940,475060,2299170,340,3390,285510,1167300
Diabetes,2004,F,5 to 9,838930,280,1550,0,80,300,380,1520,13800,16780,48550,1490,12890,653950,2735580,1240,5090,571570,1825030,1280,7780,308600,908700
Diabetes,2004,F,10 to 14,953620,410,3090,0,90,510,770,4130,12610,15920,70390,2940,28170,663160,2493350,2360,9550,588300,1664090,2620,18610,295630,827510
Diabetes,2004,F,15 to 19,951300,470,4340,10,210,750,1380,7420,31990,41190,176400,4180,47560,749750,3984640,3720,21860,709740,2892440,3480,25700,333640,1089540
Diabetes,2004,F,20 to 24,973330,820,6410,20,290,1080,1910,10470,65500,81560,274300,6110,81460,806120,5508220,5870,48140,778540,3973110,4690,33230,401870,1531950
Diabetes,2004,F,25 to 29,967410,1410,9950,20,300,1770,2770,17270,108750,129410,408420,9480,140980,807070,6609610,9140,78970,772860,4332900,7250,61980,470950,2273500
Diabetes,2004,F,30 to 34,1020200,2310,16100,30,340,2780,4080,23230,120640,140880,465830,15370,236390,840630,7350060,14850,134820,802780,4565910,11720,101500,519970,2780860
Diabetes,2004,F,35 to 39,1115510,3500,24670,70,580,3310,5060,32850,80770,96480,369500,23630,354020,899720,7275320,22940,212710,859000,4608440,17790,141220,550550,2663530
Diabetes,2004,F,40 to 44,1285410,5100,38250,140,1010,4240,6580,46360,56410,70760,362020,36840,529070,1033270,8048650,35690,329260,985870,5162020,27920,199570,650950,2882910
Diabetes,2004,F,45 to 49,1219050,6870,51580,250,1650,5710,8900,68640,49120,63400,362480,49960,733550,984190,7994150,48570,449920,936950,5021530,38910,283270,655170,2969630
Diabetes,2004,F,50 to 54,1071350,8770,67700,450,2340,7590,12060,98890,45000,59340,391160,65960,991430,872290,7723010,64150,597270,828600,4680320,52820,393700,628210,3040210
Diabetes,2004,F,55 to 59,938530,10140,86300,790,2930,10210,16090,135100,43720,58300,381230,84290,1295790,756270,7125170,82140,761250,720650,4233770,68500,534020,563070,2889430
Diabetes,2004,F,60 to 64,712650,9320,86200,1190,3330,11700,18740,171890,39720,53670,369440,84260,1363660,564860,5732710,82160,784780,540010,3347110,69890,578380,433380,2384010
Diabetes,2004,F,65 to 69,579360,8730,89290,1810,4050,14240,23410,232060,39260,54410,408590,87500,1519870,448220,5099440,85430,862170,430480,2957410,73630,657150,352590,2140370
Diabetes,2004,F,70 to 74,525040,8240,94480,2790,5910,17930,29210,306570,45410,64020,553170,92380,1715810,397480,5107150,90140,978430,383850,2969000,78310,736980,317320,2136320
Diabetes,2004,F,75 to 79,462730,7010,89700,4160,8660,20480,33530,363870,50980,73660,703030,87460,1756070,346870,5076430,85400,1037800,335600,3021480,74170,718060,279950,2053530
Diabetes,2004,F,80 to 84,372220,5100,70890,5240,12660,19140,31030,378600,52550,76740,831510,68670,1488020,280320,4589830,67020,946180,271650,2917830,57280,541530,223390,1671050
Diabetes,2004,F,85+,352630,4200,56330,8550,32710,17710,27900,364690,65580,94650,1236280,53400,1228350,267100,4894800,52100,883230,259400,3554910,40730,344890,193060,1339090
Diabetes,2004,M,1 to 4,635350,200,460,0,210,190,280,1260,31350,39770,132060,450,6140,569050,3998930,400,2320,505840,2575720,410,3820,327240,1420500
Diabetes,2004,M,5 to 9,878100,310,1760,0,100,340,440,1580,17830,21490,68380,1680,15150,693900,3090400,1410,6000,599540,1933800,1450,9140,363250,1154820
Diabetes,2004,M,10 to 14,1002790,410,3330,10,150,500,720,3080,15840,19170,72830,3160,28410,704320,2771200,2510,9570,614330,1721810,2760,18840,351410,1047660
Diabetes,2004,M,15 to 19,1000410,480,4620,10,510,650,1000,4890,21020,26270,143130,4320,35240,670750,2749490,3640,14930,617330,1810880,3540,20310,301260,937050
Diabetes,2004,M,20 to 24,1006870,550,5820,20,790,670,1100,7830,21220,27240,193420,5180,41620,619510,2702180,4740,23240,588690,1879850,3570,18360,254340,820860
Diabetes,2004,M,25 to 29,973940,1010,7630,30,700,760,1300,9970,19440,25260,182010,6720,63200,591600,2825600,6240,35820,561130,1958070,4530,27300,258660,866070
Diabetes,2004,M,30 to 34,1009560,2020,12990,50,790,1150,1870,16460,21170,27500,197400,11790,120860,643030,3339220,11100,72070,609360,2289920,8010,48700,304020,1047770
Diabetes,2004,M,35 to 39,1118660,3700,23690,90,1150,2030,3310,28160,25710,33530,226170,21840,236760,729560,4133670,20840,144520,690880,2798100,14890,92150,368360,1333780
Diabetes,2004,M,40 to 44,1295550,6520,42060,220,1860,3760,5900,50990,34150,45470,307840,39260,446000,865700,5246590,37620,273080,819730,3478370,26740,172810,459240,1766060
Diabetes,2004,M,45 to 49,1218090,9010,63640,440,2560,6060,9690,78730,38310,52130,347760,59940,702970,823160,5368620,57740,426020,778180,3467710,41430,276760,459180,1899080
Diabetes,2004,M,50 to 54,1061250,11200,87370,800,3370,9200,14910,124510,40830,56330,382930,83030,1025770,733530,5225930,80090,602630,693590,3269040,59200,422510,435850,1954870
Diabetes,2004,M,55 to 59,930400,12920,114940,1510,4400,14230,22950,188430,44420,62010,416340,110430,1466820,648960,5139180,106650,832590,613840,3094060,82480,633680,415830,2043280
Diabetes,2004,M,60 to 64,696200,11580,114810,2150,5150,16440,26980,235950,42740,60660,434570,111140,1624790,486890,4393070,107480,896330,461230,2549550,86600,728150,336410,1841840
Diabetes,2004,M,65 to 69,542310,10190,110020,2980,6000,18810,31090,279410,42200,61450,447620,107230,1765880,378880,4055880,104070,962040,361010,2298900,87140,803220,279380,1755570
Diabetes,2004,M,70 to 74,465260,8530,105140,4340,8330,21740,36570,352850,46640,70200,572760,102760,1922820,324680,4176250,100020,1047380,310920,2334570,86510,874700,253930,1840030
Diabetes,2004,M,75 to 79,359170,6460,85390,5500,10480,21670,36800,382770,46140,70510,653040,83380,1759550,250960,3844370,81260,974730,241450,2166690,71570,784630,203640,1676010
Diabetes,2004,M,80 to 84,235870,3890,53850,5400,11970,16250,27260,306550,38790,59820,598120,52330,1213000,167810,2973560,51140,715740,162250,1759640,44850,497060,137940,1212680
Diabetes,2004,M,85+,161060,2200,30400,5500,17330,10930,17770,217560,34460,52520,616940,29090,706510,115200,2239840,28440,459610,111730,1485560,23770,246870,90330,753580
Diabetes,2005,F,1 to 4,611540,160,380,0,130,150,230,1090,24560,30660,108750,370,5150,543020,3545580,320,1910,482340,2355320,330,3240,290710,1187610
Diabetes,2005,F,5 to 9,820920,270,1530,0,80,300,400,1300,13910,16730,44790,1480,13440,651790,2808260,1250,5350,573340,1889590,1300,8080,308310,917070
Diabetes,2005,F,10 to 14,946450,410,3230,0,100,540,790,4640,12410,15600,64880,3080,30140,679530,2618580,2510,10250,607490,1770980,2730,19880,299350,845710
Diabetes,2005,F,15 to 19,968610,480,4500,20,250,720,1230,6770,31950,41020,179580,4310,49210,768660,4116050,3830,22550,729350,2982250,3630,26640,343460,1130720
Diabetes,2005,F,20 to 24,983520,830,6630,20,300,1120,1940,11370,66170,81930,284090,6340,85090,813820,5621420,6070,49190,786940,4033110,4830,35830,408730,1584980
Diabetes,2005,F,25 to 29,981940,1470,10420,20,290,1830,3040,18680,110480,131080,428450,9910,150480,818250,6760190,9540,84460,784980,4403090,7660,65990,481120,2353600
Diabetes,2005,F,30 to 34,1016290,2490,16990,30,420,2880,4220,25400,121900,141720,464870,16170,248530,838320,7436100,15610,141550,801920,4580770,12440,106920,524870,2852250
Diabetes,2005,F,35 to 39,1106540,3630,26160,70,580,3470,5330,39920,81290,96770,390180,25080,373380,892640,7342670,24350,225000,854270,4606040,18970,148240,550300,2733010
Diabetes,2005,F,40 to 44,1275700,5530,40670,140,1150,4400,6940,55030,55580,69770,376710,39170,567200,1025180,8063630,38070,349070,980890,5138520,29970,217830,650730,2921370
Diabetes,2005,F,45 to 49,1246330,7260,55850,260,1720,5950,9350,79140,49230,63590,413220,54060,791820,1006430,8226070,52610,481770,961220,5140400,42380,309630,673910,3082380
Diabetes,2005,F,50 to 54,1106190,9210,72920,520,2270,7960,12440,109400,45100,59150,391370,70950,1069910,897540,7970530,69250,639000,855290,4801460,57100,430570,649300,3166170
Diabetes,2005,F,55 to 59,980080,10890,94550,870,2910,10990,17350,154070,44480,59220,422670,92380,1423300,785010,7395560,90100,826190,750100,4364760,75340,596520,585620,3028510
Diabetes,2005,F,60 to 64,739400,9870,93870,1210,3390,12510,20050,190000,40160,54570,393820,91800,1476170,582970,5944490,89540,840120,558740,3431960,76430,635410,449260,2510930
Diabetes,2005,F,65 to 69,593950,9230,95890,1830,3990,14600,24080,240560,39790,54860,422750,93910,1627580,456360,5234920,91740,917090,439590,3003020,79280,709710,361880,2229780
Diabetes,2005,F,70 to 74,524470,8300,99030,2780,5640,18070,29310,301500,44170,62210,535950,96880,1810820,393600,5089840,94670,1025100,381140,2929490,82260,785230,316260,2158420
Diabetes,2005,F,75 to 79,466390,7270,95070,4160,8470,20990,34150,388220,50420,72400,699470,92660,1875410,345480,5104910,90600,1090820,335150,3002940,78870,783950,280480,2099910
Diabetes,2005,F,80 to 84,377790,5510,76470,5260,12070,19760,31810,388430,51710,75130,846390,74000,1602750,280530,4647630,72270,1008300,272720,2920340,61810,594050,225270,1725920
Diabetes,2005,F,85+,371420,4740,63070,8810,32200,19120,29860,393450,66630,95870,1257920,59670,1390450,277310,5127320,58290,996530,269860,3704060,46140,393540,202050,1421800
Diabetes,2005,M,1 to 4,640620,200,470,0,220,190,270,1370,32370,40940,134540,460,6240,575920,4084840,410,2300,513710,2636830,400,3940,334090,1445530
Diabetes,2005,M,5 to 9,860820,330,1790,0,110,370,480,1560,18350,22120,62200,1720,16330,691510,3180120,1470,6410,602120,2007640,1500,9900,363140,1170760
Diabetes,2005,M,10 to 14,994210,470,3460,0,140,540,770,3550,15610,19210,73830,3290,29990,718870,2906310,2680,10390,632350,1833650,2860,19600,354330,1070790
Diabetes,2005,M,15 to 19,1017720,480,4870,10,550,630,980,5250,21370,26650,141620,4560,38030,697350,2914470,3890,16100,645020,1927930,3750,21920,313300,984590
Diabetes,2005,M,20 to 24,1017770,610,6110,20,810,670,1090,7080,21470,27530,221610,5440,44680,635760,2805620,4980,24970,605950,1952040,3750,19690,261590,851960
Diabetes,2005,M,25 to 29,988250,1000,7920,30,700,800,1390,12020,19810,25670,222400,7030,66830,602840,2919380,6480,37670,572960,2014820,4730,29100,264720,903190
Diabetes,2005,M,30 to 34,1002410,2110,13500,60,850,1220,2030,18230,20700,26880,221110,12270,127400,639560,3344560,11590,75500,606900,2289410,8280,51630,303660,1053490
Diabetes,2005,M,35 to 39,1106330,3920,24750,100,1000,2050,3380,30110,24980,32680,252420,22870,246460,721860,4104240,21890,151040,685000,2774740,15360,95260,365270,1327610
Diabetes,2005,M,40 to 44,1287420,6900,44780,230,1800,3810,6170,56410,33720,44700,376940,41800,476010,859000,5250940,40110,289440,815440,3468200,28580,186260,458080,1780460
Diabetes,2005,M,45 to 49,1247520,9470,67580,390,2560,6040,9640,86930,38420,51970,417520,63750,740740,844130,5509240,61490,447810,800230,3552160,44200,292710,471680,1955010
Diabetes,2005,M,50 to 54,1095530,12140,93750,820,3430,9670,15430,133940,41360,57120,479340,89150,1102300,756080,5413440,86110,644660,716980,3365220,63860,457070,451890,2046420
Diabetes,2005,M,55 to 59,969580,13990,124700,1490,4380,14580,23540,213600,45930,64150,494080,119720,1581540,673790,5370590,115860,893530,639660,3205230,89350,687560,433810,2163310
Diabetes,2005,M,60 to 64,724550,12410,124580,2250,4950,17630,28790,255090,43460,61440,461150,120600,1759710,504680,4582410,116860,961810,479770,2632450,93980,797390,350630,1948080
Diabetes,2005,M,65 to 69,556960,10800,118400,3040,5760,19750,32400,294550,42420,61600,471550,115440,1902640,385090,4136490,112150,1025410,367880,2320720,94280,876630,286090,1814480
Diabetes,2005,M,70 to 74,467120,8940,111090,4210,7780,22370,37460,358790,45250,67240,551270,108590,2030230,321150,4148720,105830,1093410,308510,2294990,91730,935770,252780,1851720
Diabetes,2005,M,75 to 79,369420,6680,92460,5450,10080,22770,38400,395250,45710,69940,655920,90230,1908170,254260,3920470,88170,1049060,245260,2184130,77920,858790,207920,1734300
Diabetes,2005,M,80 to 84,243130,4060,58640,5520,11230,17170,28860,325580,38230,59070,604180,56920,1334020,170190,3032180,55660,776770,164960,1779520,49150,556800,140830,1251040
Diabetes,2005,M,85+,171930,2490,34520,5840,17110,12100,19660,240620,35090,53660,635850,32950,811250,120550,2388380,32230,526680,117140,1567430,27240,284330,95530,819270
Diabetes,2006,F,1 to 4,616160,200,430,0,190,170,250,1270,23100,29120,106830,420,5570,539660,3405510,360,1950,478070,2238730,380,3620,288820,1164370
Diabetes,2006,F,5 to 9,808900,290,1560,0,90,300,400,1400,12550,15170,45010,1520,13330,626320,2569680,1240,4890,546220,1691040,1320,8440,298690,876920
Diabetes,2006,F,10 to 14,930940,460,3320,0,110,530,780,3890,11630,14640,65800,3150,30230,650330,2446100,2500,10120,576420,1611550,2760,20110,292960,832670
Diabetes,2006,F,15 to 19,984030,460,4670,10,250,730,1210,6870,31360,39560,165610,4450,47840,767030,4008650,3890,21650,725270,2866590,3680,26150,344020,1138560
Diabetes,2006,F,20 to 24,989460,760,6740,20,260,1050,1820,10170,65200,79670,247230,6420,83270,809410,5498970,6110,46860,781760,3909090,4880,36320,406100,1586230
Diabetes,2006,F,25 to 29,998690,1360,10790,20,290,1910,2990,16910,110440,129860,384160,10190,153290,824120,6735670,9790,82820,789680,4352630,7880,70430,484100,2379050
Diabetes,2006,F,30 to 34,1016480,2330,17650,40,390,3000,4370,21100,121490,139840,419410,16710,254270,831730,7335900,16080,138690,794000,4458440,12910,115510,522330,2874010
Diabetes,2006,F,35 to 39,1102600,3450,27410,60,560,3390,4990,31470,80860,94750,318550,26110,381490,881010,7225490,25330,223640,842210,4471190,19590,157600,545740,2750260
Diabetes,2006,F,40 to 44,1252980,5360,42690,170,1000,4390,6660,45550,51390,63110,274690,40940,581790,997360,7762790,39760,351790,953080,4898830,31130,229740,637360,2860630
